_id,id,id_field,type,street,pavement,route_ahead,route_back,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
7272,866150234,742,Crosswalk - Two Lined,N PACIFIC AVE,15334,DEAD END,COLUMBO ST,Garfield,9,10,42003101600,2,10,5,3-4,40.46918673,-79.93908561
7273,353501620,7420,Stop Bar,,6336,30TH ST,28TH ST BRG,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45651384,-79.97024391
7274,933153927,7421,Stop Bar,,116,PHELAN WAY,BRERETON ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45646538,-79.96999916
7275,1692081873,7422,Stop Bar,,7897,DOBSON ST,30TH ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45657456,-79.96998574
7276,921086523,7423,Stop Bar,,14373,BRERETON ST,PULAWSKI WAY,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45663069,-79.97023587
7277,1364004188,7424,Stop Bar,,1413,DOBSON ST,PULAWSKI WAY,Polish Hill,7,6,42003060500,6,6,2,2-6,40.4569807,-79.96736724
7278,1768520272,7425,Stop Bar,,5499,DOBSON ST,MELWOOD AVE,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45807052,-79.96404844
7279,755697827,7426,Stop Bar,,1781,JEWEL ST,HERRON AVE,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45806924,-79.96387519
7280,726852879,7427,Stop Bar,,10174,MELWOOD AVE,FLAVIAN ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45916517,-79.96144108
7281,682340087,7428,Stop Bar,,15250,APOLLO ST,FINLAND ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45914436,-79.96130383
7282,1695128890,7429,Stop Bar,,1079,CARGILL ST,MELWOOD AVE,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45903875,-79.96130942
7283,1139120220,743,Crosswalk - Two Lined,N PACIFIC AVE,602,COLUMBO ST,GRETNA WAY,Garfield,9,10,42003101600,2,10,5,3-4,40.46905512,-79.93911109
7284,1156021981,7430,Stop Bar,,4487,FINLAND ST,JEWEL ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45903738,-79.96144718
7285,1786847377,7431,Crosswalk - Two Lined,,10174,MELWOOD AVE,FLAVIAN ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45914104,-79.9614027
7286,1749271512,7432,Crosswalk - Two Lined,,15250,APOLLO ST,FINLAND ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45911654,-79.96132022
7287,232909630,7433,Crosswalk - Two Lined,,4487,FINLAND ST,JEWEL ST,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45907318,-79.96142214
7288,2120301916,7434,Crosswalk - Two Lined,,1079,CARGILL ST,MELWOOD AVE,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45905197,-79.96134139
7289,1745545094,7435,Cross-hatch,,4277,ELYSIAN ST,BEECHWOOD BLVD,Shadyside,8,7,42003140400,3,7,4,2-17,40.45371728,-79.91468567
7290,90475350,7436,Cross-hatch,,7778,HASTINGS ST,ELYSIAN ST,Shadyside,8,7,42003070800,2,7,4,2-17,40.45383158,-79.91390783
7291,1683135556,7437,Cross-hatch,,19898,FIFTH AVE,BAKERY SQUARE BLVD,Larimer,8,7,42003070800,2,7,4,3-13,40.45515748,-79.9140406
7292,159715117,7438,Stop Bar,,11081,GLENWOOD AVE,GERTRUDE ST,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40762012,-79.94008938
7293,964691953,7439,Stop Bar,,7026,STEELE CT,ASHTON AVE,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40773142,-79.93980878
7294,296140827,744,Crosswalk - Two Lined,,6468,BECKS RUN RD,33RD ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42250065,-79.96006761
7295,264913468,7440,Stop Bar,,12847,VARGA WAY,E ELIZABETH ST,Hazelwood,5,15,42003562300,3,15,4,2-13,40.4075956,-79.93976251
7296,666017767,7441,Stop Bar,,11335,JOHNSTON AVE,E ELIZABETH ST,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40753362,-79.93990849
7297,599381713,7442,Cross-hatch,,18213,HOMESTEAD HIGH LEVEL BRG,PARKVIEW BLVD,Squirrel Hill South,5,15,42003141400,3,15,4,2-12,40.41315944,-79.92182213
7298,925001944,7443,Stop Bar,,18683,DEAD END,FOUR MILE RUN RD,Squirrel Hill South,5,14,42003980500,3,14,4,2-12,40.42910616,-79.94955899
7299,1093113099,7444,Stop Bar,,8723,SHADY AVE,MAEBURN RD,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.4273794,-79.92314447
7300,973432672,7445,Stop Bar,,3691,MORROWFIELD AVE,MORROWFIELD AVE,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42758562,-79.92285612
7301,1546755670,7446,Stop Bar,,4325,IKON WAY,SHADY AVE,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42766321,-79.92264423
7302,1752075135,7447,Stop Bar,,10565,MURRAY AVE,MELVIN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43165428,-79.92418449
7303,225747176,7448,Stop Bar,,4533,ROBERTO CLEMENTE DR,FORBES AVE,Central Oakland,3,4,42003040500,3,4,4,2-7,40.44188512,-79.95286635
7304,2099887017,7449,Stop Bar,,9670,ROBERTO CLEMENTE DR,SCHENLEY PLZ,North Oakland,8,4,42003040500,3,4,4,2-7,40.44196269,-79.95262629
7305,1480100863,745,Crosswalk - Two Lined,CORNWALL ST,6485,DEAD END,N ATLANTIC AVE,Garfield,9,10,42003101600,2,10,5,3-4,40.47010291,-79.93762247
7306,519792028,7450,Stop Bar,,2147,SCHENLEY PLZ,S BOUQUET ST,Central Oakland,3,4,42003040500,3,4,4,2-7,40.44169119,-79.95270541
7307,2003585451,7451,Cross-hatch,,9670,ROBERTO CLEMENTE DR,SCHENLEY PLZ,Central Oakland,3,4,42003040500,3,4,4,2-7,40.4421305,-79.95241244
7308,929571056,7452,Stop Bar,,18282,S BOUQUET ST,OAKLAND AVE,Central Oakland,3,4,42003040500,3,4,4,2-14,40.441883,-79.95653761
7309,733642069,7453,Crosswalk - Two Lined,,14004,BIGELOW BLVD,FIFTH AVE,North Oakland,8,4,42003982200,3,4,4,2-7,40.44678002,-79.95322228
7310,1456177030,7454,Stop Bar,,10472,WATT ST,JUNILLA ST,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44864202,-79.97037982
7311,1270909375,7455,Stop Bar,,11203,FRANCIS ST,WATT ST,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44874714,-79.97024303
7312,1016293177,7456,Stop Bar,,11203,FRANCIS ST,WATT ST,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44925644,-79.96892125
7313,1411329907,7457,Stop Bar,,5891,MORGAN ST,FRANCIS ST,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44937687,-79.96875507
7314,969351147,7458,Crosswalk - Two Lined,,1611,37TH ST,DENNY ST,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.46337276,-79.96395285
7315,801593081,7459,Stop Bar,,6124,ROSECREST DR,ORANMORE ST,Stanton Heights,9,10,42003100500,2,10,5,3-7,40.4792449,-79.93548451
7316,559595474,746,Crosswalk - Two Lined,N ATLANTIC AVE,20012,N ATLANTIC AVE,CORNWALL ST,Garfield,9,10,42003101600,2,10,5,3-4,40.47018146,-79.93769087
7317,1221020898,7460,Crosswalk - Two Lined,CALIFORNIA AVE,1535,CALIFORNIA AVE,MASSACHUSETTS AVE,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48107589,-80.04129208
7318,120535632,7461,Stop Bar,,4202,LLEWELLYN PL,MEADOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46170445,-79.9103597
7319,1423842063,7462,Stop Bar,,4213,MEADOW ST,FRANKSTOWN AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.45921379,-79.90990004
7320,145382998,7463,Stop Bar,,8713,MEADOW ST,DODGE WAY,Larimer,9,12,42003120800,2,12,5,3-12,40.46419923,-79.91347458
7321,1087761879,7464,Stop Bar,,13586,STARLING WAY,THOMAS BLVD,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45255844,-79.90449918
7322,7377016,7465,Stop Bar,,7803,N LANG AVE,N MURTLAND ST,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45241149,-79.90438292
7323,516905942,7466,Stop Bar,,17753,THOMAS BLVD,LARK WAY,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45231351,-79.90460152
7324,668194549,7467,Stop Bar,,15852,N MURTLAND ST,N DALLAS AVE,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45243914,-79.90468869
7325,1778324201,7468,Stop Bar,,7803,N LANG AVE,N MURTLAND ST,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.4517207,-79.90252417
7326,1935325046,7469,Stop Bar,,534,MCPHERSON BLVD,THOMAS BLVD,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45182173,-79.9023163
7327,1575643875,747,Crosswalk - Continental,COLUMBO ST,2556,N AIKEN AVE,ELORA WAY,Garfield,9,10,42003101600,2,10,5,3-4,40.4686752,-79.93411012
7328,1942000582,7470,Stop Bar,,18346,N HOMEWOOD AVE,N LANG AVE,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45170131,-79.90222619
7329,1038731268,7471,Stop Bar,,17855,THOMAS BLVD,MEADE ST,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45158803,-79.90243943
7330,1587126910,7472,Stop Bar,,7241,N LEXINGTON ST,N HOMEWOOD AVE,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45043891,-79.89869574
7331,1876379310,7473,Stop Bar,,5364,MURDOCH RD,INVERNESS AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44462079,-79.93233932
7332,113146558,7474,Stop Bar,,10834,MAYNARD ST,FAIR OAKS ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44450852,-79.93233664
7333,1784699033,7475,Stop Bar,,14727,INVERNESS AVE,BENNINGTON AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44454288,-79.93242649
7334,1630178969,7476,Cross-hatch,,17780,SANCTUS ST,SAW MILL RUN BLVD,West End,2,20,42003562600,5,20,6,1-17,40.44328631,-80.0312503
7335,1318062011,7477,Stop Bar,,13642,I-279 RAMP,RIDGE AVE,Allegheny West,1,22,42003562700,1,22,1,1-7,40.44981612,-80.01726189
7336,1604077006,7478,Stop Bar,,20145,OLD BROWNS HILL RD,UNNAMED WAY,Squirrel Hill South,5,15,42003141400,3,15,4,2-12,40.4144697,-79.92213748
7337,1318789711,7479,Crosswalk - Two Lined,,18951,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43280668,-79.92297938
7338,175697846,748,Crosswalk - Continental,COLUMBO ST,10385,MARPLE WAY,N AIKEN AVE,Garfield,9,11,42003111400,2,11,5,3-4,40.46867214,-79.9339465
7339,545081550,7480,Stop Bar,,18951,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43282199,-79.92290948
7340,396400623,7481,Stop Bar,,1359,RIPPEY ST,STATION ST,East Liberty,9,11,42003111500,2,11,5,3-8,40.46437209,-79.9254703
7341,1019219615,7482,Stop Bar,,7183,BRYANT ST,HAMPTON ST,Morningside,7,10,42003101400,2,10,5,3-7,40.47833297,-79.92909485
7342,1706602028,7483,Stop Bar,,9979,WILLOW ST,DEAD END,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47169219,-79.96611866
7343,2008161710,7484,Stop Bar,,9979,WILLOW ST,DEAD END,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47163199,-79.96599528
7344,1639035861,7485,Stop Bar,,1172,WILLOW ST,DEAD END,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47338359,-79.9641057
7345,1599119027,7486,Stop Bar,,1172,WILLOW ST,DEAD END,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47347546,-79.96431208
7346,1032295112,7487,Stop Bar,,17043,IDALINE ST,PANAMA WAY,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46101083,-79.95074741
7347,988409171,7488,Crosswalk - Continental,,1335,29TH ST,28TH ST,Polish Hill,7,6,42003060500,6,6,2,3-2,40.45722566,-79.97357977
7348,21448684,7489,Crosswalk - Continental,,5524,MURDOCH RD,SCHENLEY DR,Squirrel Hill South,5,14,42003141300,3,14,4,2-8,40.43769966,-79.93303659
7349,594971688,749,Crosswalk - Continental,N AIKEN AVE,19020,CORNWALL ST,COLUMBO ST,Garfield,9,10,42003101600,2,10,5,3-4,40.46873029,-79.93399344
7350,1843947130,7490,Crosswalk - Continental,,18402,JACKSON ST,HEBERTON ST,Highland Park,7,11,42003110600,2,11,5,3-9,40.47040374,-79.91609589
7351,1452310478,7491,Stop Bar,,8524,MADDOCK PL,7TH ST,Central Business District,6,2,42003020100,6,2,2,1-3,40.44331502,-80.00015433
7352,1292810590,7492,Stop Bar,,4328,LIBERTY AVE,PENN AVE,Central Business District,6,2,42003020100,6,2,2,1-3,40.44314458,-80.00020529
7353,1098020963,7493,Crosswalk - Continental,,14956,EAST OHIO ST,EAST OHIO ST RAMP,East Allegheny,1,23,42003240600,1,23,1,1-5,40.45493796,-79.99249413
7354,134347715,7494,Crosswalk - Continental,,17296,EAST OHIO ST,HEINZ ST,Troy Hill,1,23,42003240600,1,23,1,1-5,40.45495225,-79.99239574
7355,1364659726,7495,Stop Bar,,17068,ALPINE AVE,BOER WAY,Central Northside,6,25,42003250300,1,25,1,1-21,40.45868909,-80.00821866
7356,2006642745,7496,Stop Bar,,20246,,,Central Northside,6,25,42003220600,1,25,1,1-6,40.45875637,-80.00765285
7357,655258705,7497,Crosswalk - Ladder,,10972,CHATEAU ST,BEAVER AVE RAMP,Chateau,6,21,42003980600,1,21,1,1-8,40.46125351,-80.03162828
7358,1879625429,7498,Stop Bar,RIVERVIEW AVE,17565,RIVERVIEW AVE,PERRYSVILLE AVE,Perry North,1,26,42003260200,1,26,1,1-15,40.4842624,-80.01472788
7359,361974607,7499,Stop Bar,,20054,RIVERVIEW DR,RIVERVIEW AVE,Perry North,1,26,42003980400,1,26,1,1-15,40.48259073,-80.0181473
7360,1443973666,75,Crosswalk - Ladder,PENN AVE,6248,N FAIRMOUNT ST,ROUP AVE,Friendship,9,8,42003111400,2,8,5,3-23,40.46455602,-79.93380637
7361,1291491921,750,Crosswalk - Continental,N AIKEN AVE,2295,COLUMBO ST,HILLCREST ST,Garfield,9,11,42003101600,2,11,5,3-4,40.46862316,-79.93405379
7362,752566093,7500,Stop Bar,,20057,RIVERVIEW AVE,PERRYSVILLE AVE,Perry North,1,26,42003260200,1,26,1,1-15,40.48279557,-80.01805024
7363,1647697354,7501,Stop Bar,,20055,RIVERVIEW AVE,RIVERVIEW AVE,Perry North,1,26,42003980400,1,26,1,1-15,40.48190423,-80.01818083
7364,2025181501,7502,Stop Bar,,20055,RIVERVIEW AVE,RIVERVIEW AVE,Perry North,1,26,42003980400,1,26,1,1-15,40.48183873,-80.0180141
7365,1905783538,7503,Stop Bar,,20051,WOODS RUN RD,RIVERVIEW DR,Perry North,1,26,42003980400,1,26,1,1-15,40.48357393,-80.02407764
7366,992062382,7504,Crosswalk - Continental,,12961,DUPONT WAY,ELLA ST,Bloomfield,7,9,42003090300,2,9,5,3-6,40.4645857,-79.95037558
7367,1416860730,7505,Crosswalk - Two Lined,,13152,WENZELL AVE,FREMONT PL,Beechview,4,19,42003192000,5,19,6,4-28,40.40038431,-80.03131712
7368,27052379,7506,Stop Bar,,13152,WENZELL AVE,FREMONT PL,Beechview,4,19,42003192000,5,19,6,4-28,40.40039452,-80.03129097
7369,1435616853,7507,Crosswalk - Two Lined,,9495,WENZELL AVE,CITY LIMIT,Beechview,4,19,42003192000,5,19,6,4-28,40.40021477,-80.03119106
7370,1780286691,7508,Stop Bar,,9495,WENZELL AVE,CITY LIMIT,Beechview,4,19,42003192000,5,19,6,4-28,40.40018464,-80.03119575
7371,821250134,7509,Crosswalk - Continental,,7692,JACKSON ST,GLENVIEW PL,Highland Park,7,11,42003110600,2,11,5,3-9,40.47036039,-79.91616361
7372,1492006933,751,Crosswalk - Two Lined,COLUMBO ST,9664,N NEGLEY AVE,N FAIRMOUNT ST,Garfield,9,11,42003111400,2,11,5,3-8,40.46818598,-79.9279531
7373,2013265749,7510,Crosswalk - Continental,MORNINGSIDE AVE,2653,MORNINGSIDE AVE,KALAMAZOO WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.47956989,-79.93080599
7374,1713858252,7511,Crosswalk - Continental,MORNINGSIDE AVE,4194,SNOW WAY,MORNINGSIDE AVE,Morningside,7,10,42003101400,2,10,5,3-7,40.47953419,-79.93063298
7375,384733969,7512,Crosswalk - Continental,MORNINGSIDE AVE,4194,SNOW WAY,MORNINGSIDE AVE,Morningside,7,10,42003101400,2,10,5,3-7,40.47949542,-79.93072954
7376,445392046,7513,Stop Bar,MORNINGSIDE AVE,8666,VETTER ST,BRYANT ST,Morningside,7,10,42003101400,2,10,5,3-7,40.4796617,-79.93071076
7377,1092095870,7514,Stop Bar,MORNINGSIDE AVE,1394,BRYANT ST,HAMPTON ST,Morningside,7,10,42003101400,2,10,5,3-7,40.47946482,-79.93071613
7378,468600795,7515,Crosswalk - Continental,MEADOW ST,11460,MARTHA ST,VILSACK ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48269217,-79.92969496
7379,1678802832,7516,Crosswalk - Continental,MEADOW ST,16711,SNOW WAY,MORNINGSIDE AVE,Morningside,7,10,42003101400,2,10,5,3-7,40.48261873,-79.92963523
7380,941724797,7517,Crosswalk - Continental,MEADOW ST,11718,VILSACK ST,VETTER ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48259015,-79.92973047
7381,1328150179,7518,Crosswalk - Continental,MEADOW ST,89,MORNINGSIDE AVE,KALAMAZOO WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.48265491,-79.92979419
7382,1410483482,7519,Stop Bar,JANCEY ST,573,JANCEY ST,SNOW WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.48247893,-79.92887062
7383,324018713,752,Crosswalk - Two Lined,N NEGLEY AVE,15468,RIPPEY ST,RURAL ST,Garfield,9,11,42003111400,2,11,5,3-8,40.46659485,-79.92882884
7384,1756346530,7520,Stop Bar,JANCEY ST,6915,SWAN WAY,JANCEY ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48247636,-79.92864279
7385,261376895,7521,Crosswalk - Two Lined,MEADOW ST,4076,GREENWOOD ST,MARTHA ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48541819,-79.92849693
7386,1810030196,7522,Crosswalk - Two Lined,MEADOW ST,9659,MORNINGSIDE AVE,KALAMAZOO WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.48542686,-79.92861361
7387,1186065154,7523,Crosswalk - Two Lined,MEADOW ST,11460,MARTHA ST,VILSACK ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48534322,-79.92860958
7388,1413175010,7524,Crosswalk - Two Lined,MEADOW ST,4547,SNOW WAY,MORNINGSIDE AVE,Morningside,7,10,42003101400,2,10,5,3-7,40.48533098,-79.92849157
7389,237658086,7525,Stop Bar,,12029,BAKER ST,GAEL WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.48820058,-79.92554001
7390,1846265521,7526,Stop Bar,,4065,N PACIFIC AVE,SCHENLEY AVE,Garfield,9,10,42003101600,2,10,5,3-4,40.46912004,-79.93925005
7391,1432187874,7527,Stop Bar,,15334,DEAD END,COLUMBO ST,Garfield,9,10,42003101600,2,10,5,3-4,40.46924991,-79.9391109
7392,404669355,7528,Stop Bar,,602,COLUMBO ST,GRETNA WAY,Garfield,9,10,42003101600,2,10,5,3-4,40.46902839,-79.93911023
7393,1188640527,7529,Stop Bar,,6409,N GRAHAM ST,N AIKEN AVE,Garfield,9,11,42003111400,2,11,5,3-4,40.4661516,-79.93449652
7394,212869567,753,Crosswalk - Two Lined,RIPPEY ST,7199,N ST CLAIR ST,N NEGLEY AVE,East Liberty,9,11,42003111500,2,11,5,3-8,40.46660506,-79.92870949
7395,1111705215,7530,Stop Bar,N GRAHAM ST,14055,DECISION WAY,PENN AVE,Garfield,9,11,42003111400,2,11,5,3-23,40.46490535,-79.93490924
7396,524846458,7531,Stop Bar,CEDARVILLE ST,1339,FRIENDSHIP AVE,FRIENDSHIP AVE,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46265606,-79.94784715
7397,282909817,7532,Crosswalk - Two Lined,ALLEQUIPPA ST,7258,SUTHERLAND DR,DARRAGH ST,West Oakland,8,5,42003040200,3,5,4,2-10,40.44354395,-79.96479199
7398,2129401262,7533,Crosswalk - Two Lined,ALLEQUIPPA ST,7258,SUTHERLAND DR,DARRAGH ST,West Oakland,8,5,42003040200,3,5,4,2-10,40.44400912,-79.96415454
7399,1141843164,7534,Stop Bar,WADSWORTH ST,16004,CHAMPIONS DR,ECKSTEIN PL,West Oakland,6,5,42003040200,3,5,4,2-10,40.44330168,-79.96616671
7400,1116349764,7535,Stop Bar,,4133,FAIRACRES AVE,CAPE MAY AVE,Beechview,4,19,42003192000,5,19,6,4-28,40.40911443,-80.01978518
7401,445399387,7536,Crosswalk - Continental,,9274,COLEBROOK AVE,WEST LIBERTY AVE,Beechview,4,19,42003192000,5,19,6,4-28,40.40912975,-80.01963632
7402,1067081587,7537,Crosswalk - Continental,,16677,HAMPSHIRE AVE,COLEBROOK AVE,Beechview,4,19,42003192000,5,19,6,4-28,40.40921655,-80.01979467
7403,653938530,7538,Stop Bar,UNDERWOOD ST,14018,UNDERWOOD ST,SAW MILL RUN BLVD,Overbrook,4,32,42003320400,5,32,3,4-25,40.38355528,-79.995622
7404,2112927414,7539,Crosswalk - Continental,,3817,HAZLETT ST,EAST ST,Northview Heights,6,26,42003260900,1,26,1,1-13,40.47467339,-80.0051203
7405,60937387,754,Crosswalk - Continental,N NEGLEY AVE,15468,RIPPEY ST,RURAL ST,Garfield,9,11,42003111400,2,11,5,3-8,40.46567314,-79.92937467
7406,260657263,7540,Crosswalk - Continental,,17965,MILROY ST,HAZLETT ST,Northview Heights,1,26,42003260900,1,26,1,1-13,40.4747619,-80.00531158
7407,1497350459,7541,Crosswalk - Continental,,8580,MT PLEASANT RD,MILROY ST,Northview Heights,1,26,42003260900,1,26,1,1-15,40.48227349,-80.00593948
7408,1513478426,7542,Crosswalk - Continental,,2564,COLBY ST,EAST ST,Summer Hill,1,26,42003261200,1,26,1,1-15,40.48241414,-80.00592402
7409,1927248282,7543,Stop Bar,,179170,CRAFTMONT AVE,OAKWOOD RD,Oakwood,2,28,42003562800,5,28,6,1-19,40.42734266,-80.06617747
7410,1330368898,7544,Stop Bar,,10114,S 19TH ST,S 18TH ST,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42877844,-79.98035826
7411,1256631043,7545,Stop Bar,,7490,S 18TH ST,S 17TH ST,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42877746,-79.98075219
7412,1901980025,7546,Stop Bar,S 28TH ST,12337,E CARSON ST,SIDNEY ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42703528,-79.96487486
7413,828836418,7547,Stop Bar,S 28TH ST,10764,S 28TH ST,CINEMA ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42716902,-79.96491375
7414,1868815109,7548,Stop Bar,S 28TH ST,9417,SIDNEY ST,TUNNEL BLVD,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42722891,-79.96472632
7415,412109613,7549,Stop Bar,S 28TH ST,3976,HOT METAL ST,S 28TH ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42707884,-79.96466866
7416,1676656257,755,Crosswalk - Ladder,RURAL ST,7972,N ST CLAIR ST,N NEGLEY AVE,East Liberty,9,11,42003111500,2,11,5,3-8,40.46558846,-79.92933846
7417,1808451842,7550,Cross-hatch,,5559,HOT METAL ST,S 28TH ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42613648,-79.96548274
7418,626721238,7551,Cross-hatch,,12636,BRADY ST,10TH ST BRG,Bluff,6,1,42003010300,3,1,2,2-2,40.43508515,-79.98064527
7419,1724623189,7552,Cross-hatch,,12636,BRADY ST,10TH ST BRG,Bluff,6,1,42003010300,3,1,2,2-2,40.43541179,-79.97851023
7420,1097552965,7553,Cross-hatch,,12636,BRADY ST,10TH ST BRG,Bluff,6,1,42003010300,3,1,2,2-2,40.43567923,-79.97646639
7421,361677740,7554,Cross-hatch,,12636,BRADY ST,10TH ST BRG,Bluff,6,1,42003010300,3,1,2,2-2,40.43467444,-79.98546472
7422,675307690,7555,Stop Bar,,11129,VIRUTH ST,BENTON AVE,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48607459,-80.03662912
7423,1595006893,7556,Stop Bar,,11129,VIRUTH ST,BENTON AVE,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.4860241,-80.03652921
7424,125466929,7557,Crosswalk - Continental,,11491,HOPKINS ST,WESTERN AVE,Chateau,6,21,42003210700,1,21,1,1-8,40.45045794,-80.02515353
7425,1880849291,7558,Crosswalk - Continental,,8847,CHATEAU ST RAMP,MANHATTAN ST,Chateau,6,21,42003980600,1,21,1,1-8,40.45038344,-80.02519912
7426,1365288141,7559,Stop Bar,,13106,S 24TH ST,S 23RD ST,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42824315,-79.97133311
7427,734976389,756,Crosswalk - Two Lined,N ATLANTIC AVE,9915,DEARBORN ST,PENN AVE,Garfield,9,10,42003101700,2,10,5,3-4,40.4652742,-79.93843517
7428,597390722,7560,Stop Bar,OAKLAND AVE,3617,DAWSON ST,BATES ST,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43788239,-79.95222323
7429,1875535392,7561,Crosswalk - Continental,,16410,BISCAYNE DR,BETHESDA ST,Carrick,4,29,42003290400,3,29,3,4-23,40.38450597,-79.98429608
7430,1190478892,7562,Crosswalk - Continental,,19426,PENN AVE,DAVISON ST,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.46754737,-79.96083219
7431,182009672,7563,Crosswalk - Continental,,17450,MILLER ST,PROTECTORY PL,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44193129,-79.98393127
7432,1797756677,7564,Crosswalk - Continental,,17450,MILLER ST,PROTECTORY PL,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44149904,-79.98492839
7433,1658206014,7565,Crosswalk - Continental,,18014,HELDMAN ST,ROBERTS ST,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44249317,-79.98259352
7434,1354188574,7566,Crosswalk - Two Lined,,17018,GUYLAND ST,WARRIORS RD,Westwood,2,28,42003563100,5,28,6,1-18,40.43392165,-80.05035399
7435,1082081825,7567,Cross-hatch,,15389,DURBIN ST,BALDWICK RD,,,,42003469000,,,,,40.42638424,-80.06218924
7436,1570889227,7568,Cross-hatch,,15389,DURBIN ST,BALDWICK RD,Oakwood,2,28,42003469000,5,28,6,1-19,40.42641793,-80.06011053
7437,1553646185,7569,Crosswalk - Continental,,14244,WYOMING ST,MUSKEGO WAY,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42690589,-80.00614578
7438,1539137691,757,Crosswalk - Two Lined,N ATLANTIC AVE,9195,BROAD ST,ALHAMBRA WAY,Garfield,9,10,42003101700,2,10,5,3-4,40.46584353,-79.93826486
7439,267757871,7570,Stop Bar,,14244,WYOMING ST,MUSKEGO WAY,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42692459,-80.00613652
